weather_id,region,date,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,uv_index,frost_risk,month,day_of_year,heat_index,season
299,North,2023-10-26,17.4,90.2,1.9,33.0,4.4,0,10,299,46.52,Autumn
300,North,2023-10-27,15.4,49.4,0.0,19.4,6.9,0,10,300,29.0,Autumn
301,North,2023-10-28,17.7,73.1,7.9,4.6,4.5,0,10,301,39.86,Autumn
302,North,2023-10-29,14.6,56.9,0.0,78.3,3.7,0,10,302,31.520000000000003,Autumn
303,North,2023-10-30,14.2,50.0,0.0,74.2,4.4,0,10,303,28.52,Autumn
304,North,2023-10-31,13.3,58.0,7.4,18.8,2.7,0,10,304,31.180000000000003,Autumn
305,North,2023-11-01,13.2,51.8,0.0,68.3,1.1,0,11,305,28.639999999999997,Autumn
306,North,2023-11-02,8.8,77.9,0.0,12.0,4.7,0,11,306,36.440000000000005,Autumn
307,North,2023-11-03,13.7,90.7,8.3,12.2,0.6,0,11,307,44.5,Autumn
308,North,2023-11-04,11.2,32.1,0.0,23.3,9.3,0,11,308,19.560000000000002,Autumn
309,North,2023-11-05,12.4,89.7,1.3,7.0,1.8,0,11,309,43.32,Autumn
310,North,2023-11-06,10.2,36.5,0.0,79.7,0.9,0,11,310,20.72,Autumn
311,North,2023-11-07,8.6,30.0,17.5,71.8,9.1,0,11,311,17.16,Autumn
312,North,2023-11-08,11.3,47.4,0.0,23.3,9.2,0,11,312,25.740000000000002,Autumn
313,North,2023-11-09,8.8,69.8,10.7,68.2,1.7,0,11,313,33.2,Autumn
314,North,2023-11-10,13.0,63.5,11.8,39.7,2.5,0,11,314,33.2,Autumn
315,North,2023-11-11,10.0,55.6,2.5,37.8,5.0,0,11,315,28.240000000000002,Autumn
316,North,2023-11-12,14.0,49.9,9.0,52.3,9.0,0,11,316,28.36,Autumn
317,North,2023-11-13,10.8,90.5,9.3,53.3,2.3,0,11,317,42.68000000000001,Autumn
318,North,2023-11-14,11.1,75.7,0.0,2.9,0.6,0,11,318,36.94,Autumn
319,North,2023-11-15,13.6,39.6,9.2,57.8,3.1,0,11,319,24.0,Autumn
320,North,2023-11-16,10.3,50.8,5.0,19.1,5.3,0,11,320,26.5,Autumn
321,North,2023-11-17,10.8,90.4,0.0,58.4,3.3,0,11,321,42.64,Autumn
322,North,2023-11-18,12.6,88.2,0.0,52.5,4.0,0,11,322,42.84,Autumn
323,North,2023-11-19,10.7,52.4,19.6,64.3,4.3,0,11,323,27.38,Autumn
324,North,2023-11-20,13.2,60.1,9.6,77.3,8.6,0,11,324,31.96,Autumn
325,North,2023-11-21,13.5,59.2,10.3,56.6,7.2,0,11,325,31.78,Autumn
326,North,2023-11-22,14.1,78.8,0.0,69.5,2.0,0,11,326,39.98,Autumn
327,North,2023-11-23,13.6,40.7,5.0,70.0,3.7,0,11,327,24.44,Autumn
328,North,2023-11-24,8.6,39.1,8.5,41.0,5.4,0,11,328,20.8,Autumn
329,North,2023-11-25,10.0,43.1,5.9,0.7,4.0,0,11,329,23.240000000000002,Autumn
330,North,2023-11-26,10.4,70.0,7.0,27.0,1.2,0,11,330,34.24,Autumn
331,North,2023-11-27,13.0,93.0,6.4,54.4,9.4,0,11,331,45.0,Autumn
332,North,2023-11-28,12.8,47.8,9.3,31.3,5.8,0,11,332,26.8,Autumn
333,North,2023-11-29,11.9,90.2,9.5,58.5,0.4,0,11,333,43.220000000000006,Autumn
334,North,2023-11-30,14.1,68.4,17.9,23.2,11.0,0,11,334,35.82,Autumn
335,North,2023-12-01,9.7,48.5,15.6,77.2,0.7,0,12,335,25.220000000000002,Winter
336,North,2023-12-02,12.0,57.1,6.2,37.1,9.7,0,12,336,30.040000000000003,Winter
337,North,2023-12-03,10.4,90.0,7.9,21.2,9.8,0,12,337,42.24,Winter
338,North,2023-12-04,12.1,83.1,0.1,53.5,6.4,0,12,338,40.5,Winter
339,North,2023-12-05,9.4,30.3,5.7,65.7,2.6,0,12,339,17.76,Winter
340,North,2023-12-06,7.0,33.1,10.6,6.1,8.8,0,12,340,17.44,Winter
341,North,2023-12-07,10.2,88.5,6.4,69.5,8.1,0,12,341,41.519999999999996,Winter
342,North,2023-12-08,11.6,81.2,4.5,61.5,7.3,0,12,342,39.440000000000005,Winter
343,North,2023-12-09,10.0,67.7,0.0,62.4,9.4,0,12,343,33.08,Winter
344,North,2023-12-10,12.6,55.3,2.8,58.1,1.9,0,12,344,29.68,Winter
345,North,2023-12-11,10.9,30.9,0.0,19.6,5.3,0,12,345,18.9,Winter
346,North,2023-12-12,7.6,90.5,8.1,58.5,1.9,0,12,346,40.760000000000005,Winter
347,North,2023-12-13,8.8,46.7,9.4,58.3,4.0,0,12,347,23.960000000000004,Winter
348,North,2023-12-14,11.6,48.8,12.2,79.8,7.6,0,12,348,26.48,Winter
349,North,2023-12-15,10.8,35.0,7.3,75.0,10.5,0,12,349,20.48,Winter
350,North,2023-12-16,7.4,80.1,8.4,60.7,3.0,0,12,350,36.48,Winter
351,North,2023-12-17,8.1,79.7,0.1,66.8,5.9,0,12,351,36.74,Winter
352,North,2023-12-18,10.1,61.3,13.0,49.1,8.6,0,12,352,30.58,Winter
353,North,2023-12-19,9.1,36.0,11.5,43.6,2.8,0,12,353,19.86,Winter
354,North,2023-12-20,7.1,89.4,18.0,64.4,8.7,0,12,354,40.02,Winter
355,North,2023-12-21,7.5,34.1,7.9,65.2,5.9,0,12,355,18.14,Winter
356,North,2023-12-22,9.9,90.1,8.8,50.5,0.3,0,12,356,41.98,Winter
357,North,2023-12-23,12.1,81.5,0.0,62.1,4.4,0,12,357,39.86,Winter
358,North,2023-12-24,8.0,70.4,11.0,38.7,6.4,0,12,358,32.96,Winter
359,North,2023-12-25,11.2,93.4,4.5,74.7,8.6,0,12,359,44.080000000000005,Winter
360,North,2023-12-26,10.3,59.8,0.0,25.8,4.1,0,12,360,30.1,Winter
361,North,2023-12-27,12.4,32.4,8.9,1.4,7.3,0,12,361,20.4,Winter
362,North,2023-12-28,9.2,52.0,14.6,60.0,0.1,0,12,362,26.32,Winter
363,North,2023-12-29,8.9,60.1,7.4,41.6,8.4,0,12,363,29.380000000000003,Winter
364,North,2023-12-30,10.6,60.8,7.7,44.3,6.1,0,12,364,30.68,Winter
365,North,2023-12-31,11.6,37.8,10.2,51.0,2.7,0,12,365,22.08,Winter
366,South,2023-01-01,11.6,57.7,0.0,3.1,1.2,0,1,1,30.040000000000003,Winter
367,South,2023-01-02,14.0,73.2,17.3,65.3,11.0,0,1,2,37.68,Winter
368,South,2023-01-03,10.0,85.2,4.9,78.5,10.7,0,1,3,40.080000000000005,Winter
369,South,2023-01-04,10.5,62.4,4.4,2.1,3.1,0,1,4,31.26,Winter
370,South,2023-01-05,9.4,36.0,0.0,11.0,5.8,0,1,5,20.04,Winter
371,South,2023-01-06,11.9,36.5,21.4,61.4,3.5,0,1,6,21.740000000000002,Winter
372,South,2023-01-07,9.1,67.5,19.2,46.6,0.9,0,1,7,32.46,Winter
373,South,2023-01-08,8.6,50.2,5.9,73.0,0.9,0,1,8,25.240000000000002,Winter
374,South,2023-01-09,12.6,90.8,0.0,69.6,6.0,0,1,9,43.88,Winter
375,South,2023-01-10,13.8,72.8,11.6,74.5,3.4,0,1,10,37.4,Winter
376,South,2023-01-11,13.6,36.0,9.8,26.7,8.2,0,1,11,22.560000000000002,Winter
377,South,2023-01-12,9.2,36.1,5.7,71.3,0.5,0,1,12,19.96,Winter
378,South,2023-01-13,13.2,56.4,4.8,8.6,1.7,0,1,13,30.48,Winter
379,South,2023-01-14,14.0,88.2,5.1,14.8,10.1,0,1,14,43.68,Winter
380,South,2023-01-15,12.5,36.8,12.2,65.0,5.2,0,1,15,22.22,Winter
381,South,2023-01-16,12.7,38.2,3.9,54.6,2.6,0,1,16,22.9,Winter
382,South,2023-01-17,10.8,74.3,0.0,70.0,6.3,0,1,17,36.2,Winter
383,South,2023-01-18,12.7,84.7,0.0,34.4,6.7,0,1,18,41.5,Winter
384,South,2023-01-19,10.7,83.6,5.3,23.4,1.5,0,1,19,39.86,Winter
385,South,2023-01-20,14.2,56.8,0.0,49.3,9.8,0,1,20,31.24,Winter
386,South,2023-01-21,12.6,46.6,2.0,48.4,0.0,0,1,21,26.2,Winter
387,South,2023-01-22,9.0,68.4,4.8,46.1,9.0,0,1,22,32.760000000000005,Winter
388,South,2023-01-23,11.8,92.9,0.0,19.9,7.8,0,1,23,44.24,Winter
389,South,2023-01-24,9.7,46.2,8.0,31.6,10.6,0,1,24,24.3,Winter
390,South,2023-01-25,10.0,37.3,5.9,0.2,2.3,0,1,25,20.92,Winter
391,South,2023-01-26,9.0,75.3,0.0,35.8,1.6,0,1,26,35.52,Winter
392,South,2023-01-27,12.2,38.0,8.8,29.5,10.7,0,1,27,22.52,Winter
393,South,2023-01-28,10.6,63.7,3.1,68.6,1.6,0,1,28,31.840000000000003,Winter
394,South,2023-01-29,10.7,42.2,16.7,53.3,10.4,0,1,29,23.3,Winter
395,South,2023-01-30,9.8,61.8,4.6,0.2,5.1,0,1,30,30.599999999999998,Winter
396,South,2023-01-31,8.7,87.8,7.5,4.8,5.0,0,1,31,40.339999999999996,Winter
397,South,2023-02-01,13.7,56.9,8.2,22.3,4.7,0,2,32,30.98,Winter
398,South,2023-02-02,12.1,81.1,2.0,42.4,6.5,0,2,33,39.699999999999996,Winter
399,South,2023-02-03,14.1,71.9,0.0,22.0,5.2,0,2,34,37.220000000000006,Winter
400,South,2023-02-04,14.3,40.4,8.8,17.6,10.0,0,2,35,24.740000000000002,Winter
401,South,2023-02-05,12.1,45.2,0.0,75.9,5.6,0,2,36,25.340000000000003,Winter
402,South,2023-02-06,17.6,37.1,5.5,57.7,5.7,0,2,37,25.400000000000002,Winter
403,South,2023-02-07,16.1,47.7,0.0,59.7,0.2,0,2,38,28.740000000000002,Winter
404,South,2023-02-08,15.4,87.5,0.0,19.3,3.1,0,2,39,44.24,Winter
405,South,2023-02-09,16.9,79.3,0.0,49.1,8.8,0,2,40,41.86,Winter
406,South,2023-02-10,15.2,41.9,0.0,39.8,5.8,0,2,41,25.880000000000003,Winter
407,South,2023-02-11,12.9,31.3,6.6,33.6,3.8,0,2,42,20.26,Winter
408,South,2023-02-12,14.9,42.2,0.0,58.6,7.9,0,2,43,25.82,Winter
409,South,2023-02-13,14.5,75.2,4.3,32.2,9.3,0,2,44,38.78,Winter
410,South,2023-02-14,15.6,66.7,10.3,7.7,5.2,0,2,45,36.040000000000006,Winter
411,South,2023-02-15,13.2,45.9,11.9,37.7,2.7,0,2,46,26.279999999999998,Winter
412,South,2023-02-16,14.0,44.8,7.1,76.6,0.2,0,2,47,26.32,Winter
413,South,2023-02-17,12.5,66.7,10.4,3.5,5.1,0,2,48,34.18000000000001,Winter
414,South,2023-02-18,15.2,78.0,11.2,8.2,10.9,0,2,49,40.32,Winter
415,South,2023-02-19,15.3,76.7,6.0,29.7,0.4,0,2,50,39.86,Winter
416,South,2023-02-20,12.1,68.2,10.5,9.6,3.1,0,2,51,34.54,Winter
417,South,2023-02-21,15.5,59.2,6.9,18.9,1.3,0,2,52,32.980000000000004,Winter
418,South,2023-02-22,16.8,81.4,12.1,43.0,6.9,0,2,53,42.64,Winter
419,South,2023-02-23,16.6,32.9,1.3,52.6,7.7,0,2,54,23.12,Winter
420,South,2023-02-24,12.0,84.7,0.0,65.4,2.4,0,2,55,41.08,Winter
421,South,2023-02-25,14.5,51.5,14.0,74.0,3.1,0,2,56,29.3,Winter
422,South,2023-02-26,14.6,52.7,10.6,28.6,5.0,0,2,57,29.840000000000003,Winter
423,South,2023-02-27,16.2,31.7,14.2,1.7,3.0,0,2,58,22.4,Winter
424,South,2023-02-28,13.0,40.2,11.5,59.0,8.1,0,2,59,23.880000000000003,Winter
425,South,2023-03-01,18.2,43.6,11.0,52.9,2.5,0,3,60,28.36,Spring
426,South,2023-03-02,17.8,37.7,11.6,73.0,2.2,0,3,61,25.76,Spring
427,South,2023-03-03,20.8,87.2,1.3,12.3,0.7,0,3,62,47.36,Spring
428,South,2023-03-04,22.4,60.8,16.6,0.6,4.1,0,3,63,37.76,Spring
429,South,2023-03-05,20.2,74.5,8.0,61.2,2.3,0,3,64,41.92,Spring
430,South,2023-03-06,17.9,37.0,2.6,18.3,8.9,0,3,65,25.54,Spring
431,South,2023-03-07,18.6,63.8,0.0,76.0,10.3,0,3,66,36.68,Spring
432,South,2023-03-08,22.4,89.6,0.9,78.8,9.8,0,3,67,49.279999999999994,Spring
433,South,2023-03-09,17.9,94.8,0.0,76.3,4.7,0,3,68,48.66,Spring
434,South,2023-03-10,20.7,81.7,2.9,22.3,2.9,0,3,69,45.1,Spring
435,South,2023-03-11,18.3,77.7,5.2,32.5,4.1,0,3,70,42.06,Spring
436,South,2023-03-12,20.2,90.3,3.4,70.0,1.3,0,3,71,48.239999999999995,Spring
437,South,2023-03-13,21.2,88.6,6.6,76.0,1.2,0,3,72,48.16,Spring
438,South,2023-03-14,19.9,89.1,17.3,46.5,8.1,0,3,73,47.58,Spring
439,South,2023-03-15,17.8,63.7,0.0,10.1,10.0,0,3,74,36.160000000000004,Spring
440,South,2023-03-16,20.1,69.4,3.6,70.8,2.7,0,3,75,39.82000000000001,Spring
441,South,2023-03-17,20.3,52.0,0.0,26.6,1.5,0,3,76,32.980000000000004,Spring
442,South,2023-03-18,18.1,57.8,3.5,68.0,2.3,0,3,77,33.980000000000004,Spring
443,South,2023-03-19,21.8,44.3,0.0,50.0,0.8,0,3,78,30.799999999999997,Spring
444,South,2023-03-20,21.3,65.5,0.0,59.0,3.5,0,3,79,38.980000000000004,Spring
445,South,2023-03-21,18.0,48.0,6.1,61.2,8.6,0,3,80,30.0,Spring
446,South,2023-03-22,21.7,74.9,3.4,69.0,8.0,0,3,81,42.980000000000004,Spring
447,South,2023-03-23,17.5,40.7,4.4,6.5,7.6,0,3,82,26.78,Spring
448,South,2023-03-24,19.9,82.3,0.0,35.1,9.8,0,3,83,44.86,Spring
449,South,2023-03-25,20.9,33.7,0.0,2.1,1.6,0,3,84,26.020000000000003,Spring
450,South,2023-03-26,19.1,54.6,0.0,9.2,10.1,0,3,85,33.300000000000004,Spring
451,South,2023-03-27,20.9,78.9,4.8,65.0,6.6,0,3,86,44.1,Spring
452,South,2023-03-28,20.5,61.0,8.4,39.3,10.0,0,3,87,36.7,Spring
453,South,2023-03-29,17.5,41.4,5.8,63.1,3.5,0,3,88,27.06,Spring
454,South,2023-03-30,19.8,63.0,0.0,37.4,0.5,0,3,89,37.080000000000005,Spring
455,South,2023-03-31,17.3,73.0,10.9,50.9,1.0,0,3,90,39.580000000000005,Spring
456,South,2023-04-01,26.3,47.9,0.0,12.0,4.2,0,4,91,34.94,Spring
457,South,2023-04-02,22.7,56.8,7.8,79.3,4.1,0,4,92,36.339999999999996,Spring
458,South,2023-04-03,22.3,50.2,0.0,13.6,6.3,0,4,93,33.46,Spring
459,South,2023-04-04,26.4,65.9,13.7,32.5,2.6,0,4,94,42.2,Spring
460,South,2023-04-05,25.6,69.9,7.2,36.8,3.9,0,4,95,43.32000000000001,Spring
461,South,2023-04-06,28.0,80.2,8.5,68.5,5.8,0,4,96,48.88000000000001,Spring
462,South,2023-04-07,22.8,33.9,0.0,64.2,10.2,0,4,97,27.240000000000002,Spring
463,South,2023-04-08,27.2,46.4,0.0,73.2,8.1,0,4,98,34.879999999999995,Spring
464,South,2023-04-09,23.6,77.7,2.0,77.0,7.1,0,4,99,45.24,Spring
465,South,2023-04-10,25.3,60.8,9.4,15.5,7.9,0,4,100,39.5,Spring
466,South,2023-04-11,23.1,72.1,0.9,32.0,2.7,0,4,101,42.7,Spring
467,South,2023-04-12,26.0,39.2,0.0,58.1,5.7,0,4,102,31.28,Spring
468,South,2023-04-13,25.9,73.4,12.1,24.6,3.3,0,4,103,44.900000000000006,Spring
469,South,2023-04-14,22.1,87.2,5.2,57.8,9.3,0,4,104,48.14,Spring
470,South,2023-04-15,24.6,36.8,0.8,76.9,2.8,0,4,105,29.479999999999997,Spring
471,South,2023-04-16,24.8,32.7,0.0,50.5,1.7,0,4,106,27.96,Spring
472,South,2023-04-17,27.7,54.3,17.3,23.2,9.6,0,4,107,38.339999999999996,Spring
473,South,2023-04-18,23.1,81.3,3.6,43.5,2.1,0,4,108,46.38,Spring
474,South,2023-04-19,23.2,86.3,0.0,58.3,7.4,0,4,109,48.440000000000005,Spring
475,South,2023-04-20,24.8,50.0,9.2,41.0,10.6,0,4,110,34.879999999999995,Spring
476,South,2023-04-21,25.2,89.6,0.0,1.8,2.5,0,4,111,50.959999999999994,Spring
477,South,2023-04-22,22.7,45.7,1.9,66.4,3.0,0,4,112,31.9,Spring
478,South,2023-04-23,26.4,38.7,0.0,48.8,7.7,0,4,113,31.32,Spring
479,South,2023-04-24,26.0,52.1,2.2,79.5,3.2,0,4,114,36.440000000000005,Spring
480,South,2023-04-25,23.2,44.0,16.1,77.6,9.1,0,4,115,31.520000000000003,Spring
481,South,2023-04-26,23.2,64.2,0.0,9.8,8.0,0,4,116,39.6,Spring
482,South,2023-04-27,26.8,82.4,0.0,7.2,7.8,0,4,117,49.04,Spring
483,South,2023-04-28,24.7,60.3,8.0,3.9,10.7,0,4,118,38.94,Spring
484,South,2023-04-29,23.4,35.9,2.2,54.3,5.4,0,4,119,28.4,Spring
485,South,2023-04-30,22.8,71.9,7.3,32.5,0.4,0,4,120,42.440000000000005,Spring
486,South,2023-05-01,26.1,35.5,5.0,60.0,8.4,0,5,121,29.86,Spring
487,South,2023-05-02,28.6,92.5,8.6,76.9,9.4,0,5,122,54.16,Spring
488,South,2023-05-03,30.3,76.8,4.8,42.0,0.1,0,5,123,48.9,Spring
489,South,2023-05-04,31.1,43.6,19.4,46.9,3.7,0,5,124,36.1,Spring
490,South,2023-05-05,28.2,65.7,7.4,67.0,5.8,0,5,125,43.2,Spring
491,South,2023-05-06,25.7,74.7,0.0,39.8,8.0,0,5,126,45.3,Spring
492,South,2023-05-07,30.6,68.7,14.8,76.8,10.0,0,5,127,45.84,Spring
493,South,2023-05-08,31.2,87.3,1.6,48.8,3.8,0,5,128,53.64,Spring
494,South,2023-05-09,31.0,35.0,0.0,48.3,8.9,0,5,129,32.599999999999994,Spring
495,South,2023-05-10,30.9,71.6,1.6,23.4,2.5,0,5,130,47.18,Spring
496,South,2023-05-11,28.8,52.3,3.3,2.1,1.5,0,5,131,38.2,Spring
497,South,2023-05-12,31.6,42.7,6.9,17.2,6.6,0,5,132,36.040000000000006,Spring
498,South,2023-05-13,26.5,45.6,0.7,22.0,3.7,0,5,133,34.14,Spring
499,South,2023-05-14,26.1,46.6,17.9,58.5,1.4,0,5,134,34.3,Spring
500,South,2023-05-15,28.9,91.1,8.0,3.4,4.0,0,5,135,53.78,Spring
501,South,2023-05-16,25.8,81.5,6.5,34.3,10.6,0,5,136,48.08,Spring
502,South,2023-05-17,30.1,63.8,23.7,7.7,8.2,0,5,137,43.58,Spring
503,South,2023-05-18,28.2,85.0,22.8,70.0,0.6,0,5,138,50.92,Spring
504,South,2023-05-19,31.0,53.5,0.0,31.8,6.7,0,5,139,40.0,Spring
505,South,2023-05-20,30.6,79.6,0.0,5.8,10.3,0,5,140,50.2,Spring
506,South,2023-05-21,26.9,91.9,13.0,61.4,2.8,0,5,141,52.900000000000006,Spring
507,South,2023-05-22,27.7,33.4,0.0,34.9,1.2,0,5,142,29.979999999999997,Spring
508,South,2023-05-23,29.4,61.5,9.3,61.0,7.1,0,5,143,42.239999999999995,Spring
509,South,2023-05-24,26.5,43.7,0.0,60.0,0.4,0,5,144,33.379999999999995,Spring
510,South,2023-05-25,27.1,88.3,4.0,0.4,5.8,0,5,145,51.58,Spring
511,South,2023-05-26,28.3,42.6,2.3,53.4,6.1,0,5,146,34.02,Spring
512,South,2023-05-27,31.0,38.9,13.7,3.7,2.6,0,5,147,34.16,Spring
513,South,2023-05-28,27.9,77.1,16.2,36.1,7.6,0,5,148,47.58,Spring
514,South,2023-05-29,29.3,33.1,8.9,29.5,6.2,0,5,149,30.82,Spring
515,South,2023-05-30,29.9,82.2,3.9,1.3,10.9,0,5,150,50.82,Spring
516,South,2023-05-31,31.6,67.9,9.9,13.2,8.3,0,5,151,46.120000000000005,Spring
517,South,2023-06-01,31.2,70.5,0.0,45.8,4.1,0,6,152,46.92,Summer
518,South,2023-06-02,31.7,49.3,0.0,44.2,6.7,0,6,153,38.739999999999995,Summer
519,South,2023-06-03,30.6,77.4,0.0,36.5,9.8,0,6,154,49.32000000000001,Summer
520,South,2023-06-04,28.8,64.8,0.0,29.3,4.2,0,6,155,43.2,Summer
521,South,2023-06-05,32.7,46.1,3.2,1.7,5.5,0,6,156,38.06,Summer
522,South,2023-06-06,28.9,70.2,8.3,78.0,2.1,0,6,157,45.42,Summer
523,South,2023-06-07,28.1,42.4,10.5,65.5,3.2,0,6,158,33.82,Summer
524,South,2023-06-08,27.8,93.0,17.8,32.3,6.2,0,6,159,53.88,Summer
525,South,2023-06-09,32.6,56.5,0.0,37.8,4.4,0,6,160,42.16,Summer
526,South,2023-06-10,27.7,79.6,0.0,77.8,0.3,0,6,161,48.459999999999994,Summer
527,South,2023-06-11,29.7,78.7,0.0,58.0,5.7,0,6,162,49.300000000000004,Summer
528,South,2023-06-12,28.3,73.6,22.8,48.2,4.0,0,6,163,46.42,Summer
529,South,2023-06-13,28.5,91.8,16.0,60.6,9.2,0,6,164,53.81999999999999,Summer
530,South,2023-06-14,32.9,83.8,18.0,71.8,10.6,0,6,165,53.260000000000005,Summer
531,South,2023-06-15,32.3,37.7,12.7,48.8,3.8,0,6,166,34.46,Summer
532,South,2023-06-16,30.3,85.2,14.6,11.8,6.5,0,6,167,52.260000000000005,Summer
533,South,2023-06-17,29.2,74.0,0.0,62.7,4.2,0,6,168,47.120000000000005,Summer
534,South,2023-06-18,29.3,56.5,7.5,5.8,9.1,0,6,169,40.18,Summer
535,South,2023-06-19,27.1,61.3,0.0,54.9,1.6,0,6,170,40.78,Summer
536,South,2023-06-20,28.1,64.4,10.4,45.7,10.8,0,6,171,42.620000000000005,Summer
537,South,2023-06-21,31.5,46.4,7.2,43.3,2.6,0,6,172,37.459999999999994,Summer
538,South,2023-06-22,31.8,50.2,10.9,40.7,6.9,0,6,173,39.16,Summer
539,South,2023-06-23,27.2,31.9,13.8,17.9,0.1,0,6,174,29.08,Summer
540,South,2023-06-24,32.1,58.2,2.7,31.3,9.7,0,6,175,42.540000000000006,Summer
541,South,2023-06-25,27.4,33.6,11.8,40.3,0.8,0,6,176,29.88,Summer
542,South,2023-06-26,31.0,82.9,0.0,26.8,10.7,0,6,177,51.760000000000005,Summer
543,South,2023-06-27,32.1,33.1,14.0,49.0,3.1,0,6,178,32.5,Summer
544,South,2023-06-28,28.8,69.4,9.0,68.6,3.5,0,6,179,45.040000000000006,Summer
545,South,2023-06-29,29.7,80.3,11.3,69.7,10.4,0,6,180,49.94,Summer
546,South,2023-06-30,30.9,70.8,0.0,4.0,4.1,0,6,181,46.86,Summer
547,South,2023-07-01,29.5,47.6,11.8,47.9,4.3,0,7,182,36.74,Summer
548,South,2023-07-02,26.0,91.3,0.0,70.8,8.0,0,7,183,52.120000000000005,Summer
549,South,2023-07-03,30.2,56.8,8.0,1.6,8.8,0,7,184,40.839999999999996,Summer
550,South,2023-07-04,30.1,62.0,8.2,50.0,5.2,0,7,185,42.86,Summer
551,South,2023-07-05,28.0,33.1,11.6,48.1,8.5,0,7,186,30.040000000000003,Summer
552,South,2023-07-06,27.2,55.8,15.5,41.9,5.9,0,7,187,38.64,Summer
553,South,2023-07-07,26.1,42.7,6.7,75.0,10.5,0,7,188,32.74,Summer
554,South,2023-07-08,27.5,76.5,10.6,13.7,3.8,0,7,189,47.1,Summer
555,South,2023-07-09,31.4,37.1,1.9,0.9,9.3,0,7,190,33.68,Summer
556,South,2023-07-10,31.1,40.7,4.1,8.1,6.6,0,7,191,34.94,Summer
557,South,2023-07-11,25.7,37.3,5.0,41.1,7.4,0,7,192,30.339999999999996,Summer
558,South,2023-07-12,26.5,62.2,0.0,45.9,3.8,0,7,193,40.78,Summer
559,South,2023-07-13,26.4,44.2,15.6,23.7,2.9,0,7,194,33.52,Summer
560,South,2023-07-14,26.0,92.5,10.3,69.2,3.6,0,7,195,52.6,Summer
561,South,2023-07-15,26.5,55.7,0.0,7.6,3.0,0,7,196,38.18,Summer
562,South,2023-07-16,31.6,45.4,3.6,16.4,2.8,0,7,197,37.120000000000005,Summer
563,South,2023-07-17,26.3,60.6,8.4,37.1,8.7,0,7,198,40.02,Summer
564,South,2023-07-18,29.7,41.1,7.8,14.9,0.2,0,7,199,34.260000000000005,Summer
565,South,2023-07-19,26.6,36.0,0.0,42.9,2.0,0,7,200,30.36,Summer
566,South,2023-07-20,29.4,47.0,5.8,74.4,4.6,0,7,201,36.44,Summer
567,South,2023-07-21,29.1,52.1,11.7,54.9,4.8,0,7,202,38.300000000000004,Summer
568,South,2023-07-22,30.2,86.3,0.0,18.5,9.0,0,7,203,52.64,Summer
569,South,2023-07-23,27.1,37.5,0.0,79.7,4.5,0,7,204,31.26,Summer
570,South,2023-07-24,27.7,67.2,4.0,36.0,8.1,0,7,205,43.5,Summer
571,South,2023-07-25,28.6,75.7,0.0,32.2,10.2,0,7,206,47.44,Summer
572,South,2023-07-26,26.4,61.1,1.9,4.9,9.5,0,7,207,40.28,Summer
573,South,2023-07-27,28.6,88.5,0.0,68.8,0.2,0,7,208,52.56,Summer
574,South,2023-07-28,30.2,54.4,3.3,11.5,7.2,0,7,209,39.879999999999995,Summer
575,South,2023-07-29,26.7,44.6,0.0,6.9,4.3,0,7,210,33.86,Summer
576,South,2023-07-30,30.9,53.8,14.7,62.2,5.9,0,7,211,40.06,Summer
577,South,2023-07-31,28.3,36.8,4.0,58.6,5.8,0,7,212,31.7,Summer
578,South,2023-08-01,26.6,41.3,15.3,78.5,1.5,0,8,213,32.480000000000004,Summer
579,South,2023-08-02,25.4,93.0,5.6,44.6,5.9,0,8,214,52.44,Summer
580,South,2023-08-03,26.1,45.3,0.0,49.9,6.0,0,8,215,33.78,Summer
581,South,2023-08-04,26.7,86.4,9.0,73.5,9.4,0,8,216,50.58,Summer
582,South,2023-08-05,26.8,91.8,3.8,55.3,2.5,0,8,217,52.8,Summer
583,South,2023-08-06,27.1,58.2,2.6,20.1,10.7,0,8,218,39.540000000000006,Summer
584,South,2023-08-07,25.9,49.4,0.0,48.4,9.3,0,8,219,35.3,Summer
585,South,2023-08-08,25.7,66.0,8.1,27.7,6.9,0,8,220,41.82,Summer
586,South,2023-08-09,25.0,92.6,6.4,60.1,0.4,0,8,221,52.04,Summer
587,South,2023-08-10,25.9,36.0,10.2,43.5,4.9,0,8,222,29.939999999999998,Summer
588,South,2023-08-11,24.9,65.1,2.3,77.8,2.1,0,8,223,40.98,Summer
589,South,2023-08-12,27.6,59.4,2.6,49.1,7.9,0,8,224,40.32,Summer
590,South,2023-08-13,26.0,60.0,7.2,48.8,5.4,0,8,225,39.6,Summer
591,South,2023-08-14,25.3,85.7,0.0,39.8,9.3,0,8,226,49.46,Summer
592,South,2023-08-15,27.0,38.4,1.1,41.3,2.2,0,8,227,31.56,Summer
593,South,2023-08-16,28.0,32.5,0.6,42.0,4.4,0,8,228,29.8,Summer
594,South,2023-08-17,23.1,70.6,0.0,19.0,0.6,0,8,229,42.1,Summer
595,South,2023-08-18,23.6,31.9,11.0,79.6,4.2,0,8,230,26.92,Summer
596,South,2023-08-19,25.7,74.6,0.4,45.5,0.3,0,8,231,45.26,Summer
597,South,2023-08-20,22.7,48.2,0.0,27.4,4.1,0,8,232,32.9,Summer
598,South,2023-08-21,23.5,90.7,1.4,31.5,6.5,0,8,233,50.38,Summer
