crop_id,crop_type,soil_type,season,temperature_c,humidity_pct,rainfall_mm,nitrogen_ppm,phosphorus_ppm,potassium_ppm,disease_label,disease_severity,yield_kg_per_hectare,quality_score,is_diseased,npk_total,yield_category
201,Wheat,Clay,Autumn,36.0,38.2,259.8,45.0,58.4,215.7,Leaf Blight,0.97,2325.6,6.24,1,319.1,Low
202,Tomato,Silty,Winter,23.6,71.2,264.0,23.0,43.7,105.6,Root Rot,0.23,28322.0,9.01,1,172.3,Very High
203,Corn,Clay,Spring,31.9,59.8,199.2,60.2,9.7,156.9,Root Rot,0.96,3212.5,4.34,1,226.8,Medium
204,Tomato,Loamy,Autumn,26.4,38.5,255.7,120.4,72.1,202.5,Leaf Blight,0.55,22156.5,4.37,1,395.0,Very High
205,Tomato,Sandy,Winter,23.7,94.5,128.3,149.4,73.2,226.4,Healthy,0.0,26618.1,6.51,0,449.0,Very High
206,Corn,Loamy,Spring,21.2,88.7,49.7,65.5,27.9,189.9,Healthy,0.0,5755.1,6.17,0,283.3,Medium
207,Wheat,Silty,Spring,14.0,44.7,204.0,11.3,57.2,213.4,Healthy,0.0,2976.1,9.94,0,281.9,Low
208,Tomato,Clay,Spring,13.1,53.9,89.8,63.6,66.0,224.9,Leaf Blight,0.53,21717.7,6.9,1,354.5,Very High
209,Rice,Clay,Summer,23.2,77.0,188.4,31.2,35.9,187.3,Healthy,0.0,4541.2,9.3,0,254.4,Medium
210,Wheat,Clay,Winter,20.5,57.9,237.3,44.7,53.3,99.6,Healthy,0.0,3122.0,8.0,0,197.6,Medium
211,Potato,Loamy,Summer,25.5,63.1,224.4,51.4,9.1,229.6,Powdery Mildew,0.8,14377.1,7.43,1,290.1,High
212,Tomato,Clay,Spring,39.6,90.7,39.6,130.5,47.6,123.1,Root Rot,0.2,27596.5,7.91,1,301.2,Very High
213,Tomato,Clay,Spring,17.9,32.6,18.1,120.5,43.0,175.7,Healthy,0.0,25650.2,7.51,0,339.2,Very High
214,Tomato,Sandy,Autumn,12.5,35.1,276.3,146.4,16.7,115.4,Root Rot,0.73,18579.2,6.2,1,278.5,High
215,Wheat,Sandy,Spring,17.3,90.1,34.8,95.7,9.1,183.2,Powdery Mildew,0.73,2649.0,6.47,1,288.0,Low
216,Rice,Sandy,Spring,14.9,91.9,156.9,119.6,59.1,83.4,Healthy,0.0,3842.1,5.63,0,262.1,Medium
217,Corn,Clay,Autumn,34.2,47.7,19.2,109.7,48.2,65.4,Healthy,0.0,5947.9,7.28,0,223.3,Medium
218,Corn,Sandy,Autumn,14.7,80.3,268.3,104.4,13.7,198.2,Healthy,0.0,5499.4,5.01,0,316.3,Medium
219,Wheat,Sandy,Summer,37.9,85.7,165.9,138.0,60.5,133.9,Leaf Blight,0.14,3169.2,6.33,1,332.4,Medium
220,Tomato,Loamy,Spring,25.1,88.6,53.8,122.6,78.6,240.8,Powdery Mildew,0.34,22637.6,4.8,1,442.0,Very High
221,Tomato,Clay,Winter,10.2,43.0,169.1,52.5,51.7,142.8,Powdery Mildew,0.8,19241.5,6.05,1,247.0,High
222,Tomato,Sandy,Summer,10.2,56.7,69.9,58.5,68.0,225.4,Leaf Blight,0.76,21171.6,7.53,1,351.9,Very High
223,Wheat,Clay,Summer,25.9,45.5,147.6,18.4,79.8,192.3,Root Rot,0.86,2452.5,4.06,1,290.5,Low
224,Rice,Silty,Spring,27.4,62.9,191.2,65.2,49.4,62.5,Rust,0.47,4087.6,7.14,1,177.1,Medium
225,Rice,Silty,Autumn,19.5,47.7,22.4,38.4,63.5,166.9,Leaf Blight,0.36,4257.5,5.15,1,268.8,Medium
226,Rice,Loamy,Summer,23.6,60.1,255.7,22.7,65.6,110.8,Root Rot,0.52,3464.0,7.19,1,199.1,Medium
227,Potato,Loamy,Summer,12.7,46.1,106.7,81.9,55.8,102.0,Healthy,0.0,18290.1,9.95,0,239.7,High
228,Wheat,Sandy,Spring,23.9,82.3,41.9,11.7,67.3,246.5,Root Rot,0.87,2320.3,4.18,1,325.5,Low
229,Tomato,Clay,Autumn,37.5,34.9,299.1,37.7,53.4,211.9,Powdery Mildew,0.72,24164.0,4.28,1,303.0,Very High
230,Corn,Silty,Spring,15.0,67.3,246.5,65.3,7.2,186.6,Healthy,0.0,4745.4,5.86,0,259.1,Medium
231,Rice,Sandy,Spring,28.4,70.1,194.2,79.8,71.2,145.8,Leaf Blight,0.35,3807.3,4.87,1,296.8,Medium
232,Tomato,Sandy,Spring,39.7,80.8,107.7,86.2,41.4,232.5,Leaf Blight,0.48,25277.4,6.43,1,360.1,Very High
233,Tomato,Sandy,Spring,36.9,80.6,17.6,148.8,44.7,203.4,Powdery Mildew,0.26,25419.4,9.22,1,396.9,Very High
234,Rice,Sandy,Autumn,26.0,81.4,221.1,117.0,76.1,165.1,Healthy,0.0,4159.6,9.91,0,358.2,Medium
235,Tomato,Sandy,Summer,17.1,50.7,221.4,60.2,49.4,190.7,Powdery Mildew,0.94,21480.5,4.85,1,300.29999999999995,Very High
236,Potato,Silty,Autumn,15.3,32.5,16.9,94.2,6.5,145.6,Rust,0.23,20602.7,6.2,1,246.3,Very High
237,Potato,Sandy,Autumn,11.8,39.6,211.4,29.8,13.3,155.3,Leaf Blight,0.83,12721.8,5.13,1,198.4,High
238,Wheat,Clay,Autumn,19.1,38.9,47.3,142.8,64.4,242.1,Powdery Mildew,0.73,2598.5,6.44,1,449.3,Low
239,Rice,Loamy,Summer,30.0,82.9,113.5,112.8,27.1,85.5,Rust,0.72,3616.2,3.93,1,225.4,Medium
240,Potato,Clay,Summer,28.1,89.9,290.3,40.9,47.4,237.3,Root Rot,0.87,14099.5,4.21,1,325.6,High
241,Wheat,Clay,Autumn,23.4,47.2,74.9,19.5,24.2,71.6,Leaf Blight,0.41,2767.6,4.39,1,115.3,Low
242,Tomato,Silty,Winter,36.5,52.8,112.6,126.0,64.2,165.6,Root Rot,0.76,23818.5,6.79,1,355.79999999999995,Very High
243,Rice,Clay,Autumn,10.6,47.0,31.4,57.9,71.6,82.2,Leaf Blight,0.51,3903.5,4.55,1,211.7,Medium
244,Wheat,Silty,Spring,22.9,72.5,182.2,70.8,9.0,116.2,Powdery Mildew,0.63,2707.3,8.01,1,196.0,Low
245,Tomato,Loamy,Autumn,18.9,36.2,117.9,87.0,41.8,60.9,Rust,0.75,22448.8,3.89,1,189.70000000000002,Very High
246,Wheat,Silty,Summer,12.9,43.5,191.5,146.8,40.5,73.1,Powdery Mildew,0.84,2411.2,6.68,1,260.4,Low
247,Tomato,Silty,Summer,21.1,54.8,56.0,16.2,38.0,102.7,Root Rot,0.91,17734.9,6.68,1,156.9,High
248,Potato,Clay,Spring,30.0,82.5,124.2,115.9,22.1,62.2,Healthy,0.0,17906.8,6.94,0,200.2,High
249,Potato,Silty,Summer,24.3,35.1,270.8,110.0,42.7,230.1,Root Rot,0.97,12926.9,6.38,1,382.79999999999995,High
250,Potato,Sandy,Summer,39.2,82.5,37.9,69.3,79.1,137.1,Leaf Blight,0.21,19733.5,9.36,1,285.5,High
251,Rice,Clay,Spring,21.6,55.8,97.8,48.7,39.4,224.7,Rust,0.33,4387.4,8.05,1,312.79999999999995,Medium
252,Potato,Silty,Summer,14.4,68.2,227.5,141.6,74.4,162.5,Rust,0.57,15067.6,4.56,1,378.5,High
253,Corn,Loamy,Winter,29.6,67.2,141.9,34.1,35.2,173.6,Rust,0.89,3943.5,6.16,1,242.9,Medium
254,Tomato,Loamy,Summer,11.5,60.9,80.6,62.1,30.3,208.7,Healthy,0.0,29062.1,6.55,0,301.1,Very High
255,Tomato,Sandy,Summer,19.0,78.3,232.2,54.9,59.7,171.0,Healthy,0.0,34252.5,5.45,0,285.6,Very High
256,Tomato,Silty,Autumn,34.6,63.5,47.7,53.6,43.0,77.1,Leaf Blight,0.92,18432.0,6.7,1,173.7,High
257,Potato,Sandy,Spring,17.5,59.7,275.4,108.6,25.5,214.7,Healthy,0.0,18042.4,7.53,0,348.79999999999995,High
258,Wheat,Silty,Winter,15.3,86.6,176.1,59.0,17.3,228.9,Healthy,0.0,3229.0,8.74,0,305.2,Medium
259,Wheat,Sandy,Summer,29.4,74.1,80.7,67.3,6.5,206.1,Powdery Mildew,0.12,2881.8,8.52,1,279.9,Low
260,Wheat,Clay,Summer,17.6,82.3,91.6,145.4,53.2,134.8,Root Rot,0.92,2309.8,4.98,1,333.40000000000003,Low
261,Corn,Silty,Spring,10.2,95.0,289.9,127.5,47.1,168.8,Root Rot,0.33,4726.3,5.78,1,343.4,Medium
262,Wheat,Loamy,Autumn,17.8,76.2,267.7,51.8,16.2,203.1,Root Rot,0.16,3756.0,9.04,1,271.1,Medium
263,Potato,Clay,Winter,39.9,46.9,125.6,64.4,7.6,191.6,Root Rot,0.69,15265.2,6.23,1,263.6,High
264,Rice,Silty,Autumn,25.2,85.0,252.2,132.7,18.6,69.5,Powdery Mildew,0.75,2887.6,4.37,1,220.79999999999998,Low
265,Corn,Loamy,Spring,16.7,44.5,261.4,68.9,71.5,124.3,Rust,0.79,3404.3,6.05,1,264.7,Medium
266,Tomato,Clay,Winter,36.7,62.5,260.2,63.4,27.4,60.8,Healthy,0.0,29734.8,9.27,0,151.6,Very High
267,Rice,Silty,Summer,19.5,76.5,233.7,78.3,52.3,85.4,Leaf Blight,0.41,4311.8,7.17,1,216.0,Medium
268,Wheat,Sandy,Summer,24.7,79.6,26.4,96.0,52.5,130.7,Root Rot,0.35,3245.9,8.79,1,279.2,Medium
269,Tomato,Sandy,Autumn,38.5,88.0,227.1,84.3,6.3,50.8,Healthy,0.0,25839.5,8.67,0,141.39999999999998,Very High
270,Rice,Loamy,Summer,12.0,33.0,284.5,73.8,44.0,154.8,Powdery Mildew,0.38,3361.2,6.35,1,272.6,Medium
271,Rice,Sandy,Summer,38.4,89.7,121.0,42.0,59.5,76.2,Powdery Mildew,1.0,2692.0,6.07,1,177.7,Low
272,Potato,Clay,Winter,36.3,46.6,160.4,16.8,79.6,182.4,Rust,0.25,17279.6,7.65,1,278.8,High
273,Wheat,Silty,Winter,21.4,65.6,142.3,31.4,57.1,176.1,Healthy,0.0,3699.2,6.51,0,264.6,Medium
274,Wheat,Sandy,Winter,34.9,36.8,215.6,26.5,13.6,71.3,Rust,0.34,3119.8,5.38,1,111.4,Medium
275,Rice,Loamy,Winter,18.9,32.6,148.9,39.1,75.0,116.1,Powdery Mildew,0.85,3391.5,3.74,1,230.2,Medium
276,Wheat,Silty,Summer,38.5,80.7,22.5,111.3,72.9,178.9,Healthy,0.0,3852.0,7.28,0,363.1,Medium
277,Corn,Sandy,Spring,35.6,53.4,203.0,69.6,13.7,220.2,Powdery Mildew,0.52,3833.0,7.98,1,303.5,Medium
278,Wheat,Loamy,Winter,38.7,47.4,219.9,62.2,30.7,72.8,Leaf Blight,0.7,2270.9,5.53,1,165.7,Low
279,Tomato,Silty,Winter,29.5,81.8,33.9,107.5,9.4,238.5,Powdery Mildew,0.85,20928.0,4.32,1,355.4,Very High
280,Tomato,Silty,Summer,28.3,80.6,183.4,130.8,71.0,195.5,Rust,0.53,24128.9,7.95,1,397.3,Very High
281,Tomato,Clay,Spring,17.8,50.4,211.4,104.9,62.6,165.3,Root Rot,0.2,26865.4,7.36,1,332.8,Very High
282,Corn,Clay,Winter,29.9,46.2,103.7,104.7,33.9,217.8,Rust,0.57,4501.5,6.46,1,356.4,Medium
283,Potato,Sandy,Winter,35.6,86.5,22.5,78.8,23.1,244.0,Healthy,0.0,17069.9,5.25,0,345.9,High
284,Rice,Sandy,Spring,23.8,82.1,134.4,129.9,38.5,73.7,Rust,0.68,3180.9,5.96,1,242.10000000000002,Medium
285,Wheat,Clay,Spring,34.8,81.5,289.0,99.3,71.8,162.5,Healthy,0.0,3398.6,8.27,0,333.6,Medium
286,Tomato,Sandy,Winter,20.0,79.9,180.0,110.3,32.2,140.5,Powdery Mildew,0.43,21518.5,4.78,1,283.0,Very High
287,Rice,Loamy,Autumn,31.1,33.0,49.2,29.7,58.8,194.3,Healthy,0.0,4285.8,5.53,0,282.8,Medium
288,Potato,Silty,Summer,23.7,80.8,215.0,25.1,36.1,235.3,Leaf Blight,0.27,20142.5,8.44,1,296.5,Very High
289,Potato,Silty,Winter,29.8,92.2,40.4,79.8,44.8,59.7,Healthy,0.0,21632.9,9.68,0,184.3,Very High
290,Potato,Sandy,Summer,31.9,38.3,116.2,94.1,71.2,150.8,Root Rot,0.93,13619.1,4.99,1,316.1,High
291,Potato,Loamy,Winter,34.1,39.0,180.8,134.1,43.4,218.6,Leaf Blight,0.35,19592.1,6.93,1,396.1,High
292,Corn,Loamy,Autumn,37.6,38.6,213.1,146.5,18.3,158.5,Rust,0.67,3664.7,6.54,1,323.3,Medium
293,Wheat,Silty,Autumn,36.3,57.5,3.8,24.9,33.6,60.6,Powdery Mildew,0.61,2711.7,4.32,1,119.1,Low
294,Corn,Sandy,Spring,30.7,49.2,226.1,14.5,66.1,70.5,Leaf Blight,0.99,3504.8,6.57,1,151.1,Medium
295,Potato,Sandy,Autumn,30.8,33.1,114.5,68.3,64.1,187.0,Leaf Blight,0.77,14094.4,7.56,1,319.4,High
296,Wheat,Sandy,Winter,34.9,89.2,211.4,100.7,61.6,159.3,Healthy,0.0,3755.9,8.02,0,321.6,Medium
297,Rice,Clay,Summer,38.9,77.8,35.8,15.7,25.9,102.8,Powdery Mildew,0.5,4122.1,4.93,1,144.39999999999998,Medium
298,Corn,Sandy,Spring,14.6,51.0,15.3,140.5,51.2,182.4,Healthy,0.0,5220.4,7.45,0,374.1,Medium
299,Potato,Loamy,Summer,38.7,63.8,235.9,32.3,45.7,130.7,Rust,0.42,18057.9,5.9,1,208.7,High
300,Rice,Silty,Spring,13.4,52.5,72.1,99.9,73.9,98.8,Powdery Mildew,0.4,3545.9,4.58,1,272.6,Medium
301,Corn,Silty,Autumn,26.2,48.4,273.4,125.1,33.1,210.6,Root Rot,0.92,3940.0,5.23,1,368.79999999999995,Medium
302,Wheat,Clay,Spring,15.0,92.2,161.4,11.0,9.9,184.1,Powdery Mildew,0.91,2020.7,6.45,1,205.0,Low
303,Tomato,Silty,Spring,32.4,40.0,137.8,56.4,11.6,60.9,Healthy,0.0,27350.2,8.97,0,128.9,Very High
304,Potato,Sandy,Autumn,22.2,59.3,121.3,54.3,34.2,73.7,Healthy,0.0,20449.8,5.03,0,162.2,Very High
305,Potato,Clay,Spring,20.7,62.7,87.0,106.0,50.5,106.3,Healthy,0.0,21535.8,9.63,0,262.8,Very High
306,Tomato,Sandy,Summer,14.1,55.4,239.2,86.4,77.0,78.8,Root Rot,0.84,17116.2,6.27,1,242.2,High
307,Corn,Sandy,Spring,11.3,67.2,118.2,86.7,11.4,92.0,Healthy,0.0,5588.3,8.71,0,190.10000000000002,Medium
308,Corn,Sandy,Summer,15.5,70.1,75.8,26.0,55.3,163.5,Leaf Blight,0.47,4661.5,4.53,1,244.8,Medium
309,Potato,Clay,Autumn,12.9,77.2,146.2,56.3,14.6,181.1,Root Rot,0.68,12695.5,4.38,1,252.0,High
310,Potato,Loamy,Winter,23.5,70.1,91.7,91.8,47.4,122.9,Healthy,0.0,22400.7,6.58,0,262.1,Very High
311,Tomato,Sandy,Winter,18.3,53.4,203.9,56.4,41.0,139.1,Leaf Blight,0.1,26607.0,8.61,1,236.5,Very High
312,Tomato,Clay,Autumn,35.8,39.1,161.6,46.9,71.5,65.3,Rust,0.2,28805.2,5.05,1,183.7,Very High
313,Wheat,Silty,Summer,37.2,65.9,163.0,149.8,40.4,205.0,Rust,0.67,2802.3,5.46,1,395.20000000000005,Low
314,Rice,Silty,Spring,21.9,62.6,198.8,128.7,65.5,172.8,Rust,0.76,2935.6,4.5,1,367.0,Low
315,Potato,Sandy,Winter,38.2,32.6,228.4,42.4,24.8,96.8,Leaf Blight,0.5,14459.9,7.09,1,164.0,High
316,Potato,Clay,Spring,39.4,51.1,211.1,83.0,67.2,217.0,Powdery Mildew,0.45,18456.1,5.46,1,367.2,High
317,Potato,Loamy,Spring,25.5,54.5,272.2,82.3,31.5,223.5,Rust,0.26,18746.2,6.85,1,337.3,High
318,Tomato,Silty,Summer,16.9,63.4,84.2,31.0,16.8,170.4,Rust,0.11,31967.0,8.78,1,218.2,Very High
319,Rice,Silty,Winter,24.4,68.4,194.2,67.5,23.3,75.6,Root Rot,0.83,3204.6,5.98,1,166.39999999999998,Medium
320,Rice,Clay,Summer,17.7,41.7,287.5,93.9,47.3,53.7,Rust,0.14,4340.1,8.24,1,194.89999999999998,Medium
321,Corn,Silty,Winter,15.1,84.0,180.3,121.2,66.5,86.4,Healthy,0.0,5032.4,8.3,0,274.1,Medium
322,Corn,Silty,Spring,16.9,55.1,32.6,38.3,69.5,150.9,Leaf Blight,0.75,3668.3,5.5,1,258.7,Medium
323,Rice,Clay,Spring,12.8,72.9,270.6,85.5,5.1,237.5,Rust,0.19,4127.9,7.91,1,328.1,Medium
324,Tomato,Silty,Summer,38.2,61.3,230.6,59.1,65.3,231.6,Rust,0.48,26965.7,7.86,1,356.0,Very High
325,Potato,Loamy,Winter,33.0,89.2,25.1,93.8,45.8,101.6,Healthy,0.0,19552.9,5.03,0,241.2,High
326,Wheat,Silty,Summer,30.6,50.5,108.7,31.7,53.9,100.7,Rust,0.57,2718.0,7.69,1,186.3,Low
327,Tomato,Silty,Summer,22.4,80.9,144.7,61.8,46.6,100.8,Rust,0.43,23167.5,5.69,1,209.2,Very High
328,Corn,Clay,Summer,23.4,75.5,48.5,40.0,35.0,117.7,Root Rot,0.76,4235.7,5.99,1,192.7,Medium
329,Wheat,Clay,Summer,24.2,69.0,26.4,46.8,32.8,171.8,Leaf Blight,0.45,2987.0,7.46,1,251.4,Low
330,Tomato,Clay,Summer,29.2,58.5,60.5,102.0,65.3,107.2,Rust,0.69,20328.6,4.1,1,274.5,Very High
331,Potato,Sandy,Spring,20.8,72.6,292.7,22.2,25.7,129.9,Rust,0.56,14270.7,6.95,1,177.8,High
332,Tomato,Clay,Spring,26.5,77.2,167.7,91.6,31.1,213.1,Rust,0.28,22766.8,5.62,1,335.79999999999995,Very High
333,Rice,Loamy,Summer,22.2,36.9,21.7,51.2,76.0,210.6,Root Rot,0.94,2871.1,7.02,1,337.8,Low
334,Potato,Silty,Winter,33.1,79.2,288.4,74.2,39.6,167.4,Rust,0.33,17061.9,4.63,1,281.20000000000005,High
335,Wheat,Sandy,Summer,34.0,56.8,105.9,85.0,57.6,102.7,Powdery Mildew,0.16,3407.4,6.13,1,245.3,Medium
336,Tomato,Silty,Autumn,20.6,88.1,80.7,142.6,56.2,232.0,Powdery Mildew,0.17,31578.6,7.11,1,430.8,Very High
337,Rice,Sandy,Summer,16.1,46.2,185.6,31.8,13.0,234.0,Leaf Blight,0.76,3482.2,6.47,1,278.8,Medium
338,Tomato,Clay,Winter,21.1,50.5,269.4,133.3,48.1,104.9,Rust,0.11,31752.4,5.72,1,286.3,Very High
339,Potato,Sandy,Spring,25.8,57.5,281.9,14.6,31.0,222.1,Powdery Mildew,0.46,17544.8,7.65,1,267.7,High
340,Tomato,Silty,Autumn,30.7,30.8,63.2,91.3,29.4,172.6,Healthy,0.0,31784.2,6.3,0,293.29999999999995,Very High
341,Potato,Loamy,Autumn,15.5,57.6,125.7,115.3,32.4,130.1,Powdery Mildew,0.31,17369.4,6.58,1,277.79999999999995,High
342,Potato,Clay,Autumn,34.1,66.1,256.9,37.4,65.0,197.7,Leaf Blight,0.98,12838.6,5.2,1,300.1,High
343,Wheat,Loamy,Winter,19.0,66.5,170.4,65.8,56.8,62.0,Leaf Blight,0.48,2517.9,7.76,1,184.6,Low
344,Tomato,Loamy,Autumn,20.8,66.4,279.6,46.1,6.5,74.2,Healthy,0.0,29548.7,9.34,0,126.80000000000001,Very High
345,Potato,Sandy,Autumn,20.7,73.8,146.2,113.1,71.7,126.2,Leaf Blight,0.62,15716.2,5.24,1,311.0,High
346,Rice,Silty,Winter,35.5,34.6,48.6,42.0,28.8,108.3,Leaf Blight,0.68,3697.2,5.04,1,179.1,Medium
347,Tomato,Loamy,Winter,22.4,42.0,6.9,111.9,54.7,238.1,Powdery Mildew,0.9,20818.4,6.21,1,404.70000000000005,Very High
348,Wheat,Clay,Winter,26.5,31.7,119.1,117.1,11.2,102.5,Leaf Blight,0.25,2774.8,5.34,1,230.79999999999998,Low
349,Tomato,Silty,Summer,13.9,84.5,8.6,102.9,69.5,115.0,Powdery Mildew,0.31,28153.2,6.69,1,287.4,Very High
350,Potato,Sandy,Winter,28.9,71.3,169.2,83.3,53.0,111.9,Powdery Mildew,0.59,13607.4,5.54,1,248.20000000000002,High
351,Potato,Loamy,Winter,17.8,49.7,0.0,124.2,68.6,118.8,Leaf Blight,0.82,13205.6,5.54,1,311.6,High
352,Wheat,Clay,Winter,33.9,68.8,239.0,86.7,19.1,226.4,Root Rot,0.95,2155.1,5.14,1,332.20000000000005,Low
353,Rice,Silty,Summer,17.9,57.4,71.9,117.0,73.2,211.5,Leaf Blight,0.74,3306.7,6.55,1,401.7,Medium
354,Corn,Clay,Summer,14.1,37.2,136.6,73.4,57.5,148.4,Rust,0.83,3578.0,4.96,1,279.3,Medium
355,Rice,Clay,Summer,39.2,48.3,37.5,71.4,5.6,68.0,Healthy,0.0,5134.1,5.07,0,145.0,Medium
356,Rice,Silty,Autumn,23.9,81.4,99.1,128.1,76.4,61.2,Powdery Mildew,0.48,3947.7,7.6,1,265.7,Medium
357,Wheat,Loamy,Winter,34.8,37.9,230.4,44.9,62.8,138.6,Rust,0.52,2516.0,7.33,1,246.29999999999998,Low
358,Wheat,Sandy,Winter,21.7,92.5,280.9,32.2,59.6,198.9,Leaf Blight,0.51,3012.5,6.56,1,290.70000000000005,Medium
359,Wheat,Loamy,Spring,35.9,44.2,33.9,98.6,29.3,83.5,Powdery Mildew,0.53,2591.5,5.37,1,211.39999999999998,Low
360,Wheat,Clay,Winter,30.7,40.1,231.2,44.8,42.5,187.2,Root Rot,0.81,2017.4,5.07,1,274.5,Low
361,Wheat,Sandy,Spring,13.8,45.1,294.5,120.4,61.8,211.1,Healthy,0.0,3348.3,7.19,0,393.29999999999995,Medium
362,Rice,Loamy,Summer,17.5,32.6,212.0,88.3,45.7,148.0,Healthy,0.0,4755.5,7.83,0,282.0,Medium
363,Potato,Sandy,Spring,25.9,59.2,245.8,85.8,39.1,205.2,Powdery Mildew,0.39,16720.0,6.65,1,330.1,High
364,Rice,Loamy,Summer,19.6,34.1,290.1,124.7,19.2,186.6,Healthy,0.0,4661.6,8.83,0,330.5,Medium
365,Rice,Loamy,Spring,12.9,72.8,13.1,141.3,18.4,56.3,Rust,0.35,3765.3,4.95,1,216.0,Medium
366,Rice,Silty,Winter,25.8,75.6,76.8,61.3,50.4,64.2,Healthy,0.0,3868.0,9.65,0,175.89999999999998,Medium
367,Rice,Silty,Spring,20.8,78.3,267.1,125.1,64.6,61.7,Root Rot,0.94,3087.7,5.8,1,251.39999999999998,Medium
368,Potato,Loamy,Spring,38.3,92.4,29.1,111.5,44.9,87.9,Healthy,0.0,21405.8,7.63,0,244.3,Very High
369,Rice,Silty,Spring,33.0,67.5,202.3,108.4,37.0,70.8,Rust,0.66,2993.0,7.19,1,216.2,Low
370,Potato,Silty,Autumn,37.1,65.8,299.1,128.3,35.9,176.6,Root Rot,0.55,16337.2,7.62,1,340.8,High
371,Corn,Silty,Autumn,20.8,59.4,287.9,10.0,7.6,106.9,Rust,0.32,4861.6,4.59,1,124.5,Medium
372,Rice,Sandy,Autumn,10.7,83.4,206.9,48.6,46.5,161.3,Powdery Mildew,0.11,4927.2,9.31,1,256.4,Medium
373,Rice,Loamy,Summer,14.2,53.9,174.6,42.6,65.8,68.4,Healthy,0.0,3875.9,7.0,0,176.8,Medium
374,Rice,Silty,Summer,24.6,88.4,210.9,124.7,12.2,178.5,Healthy,0.0,4801.8,5.19,0,315.4,Medium
375,Potato,Loamy,Autumn,36.4,58.2,279.1,26.9,62.8,199.5,Root Rot,0.17,16156.7,8.78,1,289.2,High
376,Wheat,Loamy,Summer,19.8,75.4,46.0,104.3,79.8,244.2,Root Rot,0.15,3314.1,8.37,1,428.29999999999995,Medium
377,Potato,Silty,Summer,14.0,35.4,171.4,16.9,34.9,67.0,Rust,0.18,18181.0,7.1,1,118.8,High
378,Rice,Silty,Summer,26.8,94.8,157.3,43.9,25.0,136.0,Leaf Blight,0.53,3224.8,7.08,1,204.9,Medium
379,Potato,Silty,Winter,21.0,42.4,103.4,101.8,62.7,83.9,Healthy,0.0,17675.2,6.75,0,248.4,High
380,Tomato,Sandy,Summer,30.6,40.1,218.5,22.0,60.5,98.6,Rust,0.23,23520.7,7.55,1,181.1,Very High
381,Rice,Clay,Autumn,23.5,31.5,62.7,85.3,20.3,154.7,Powdery Mildew,0.11,4552.1,6.09,1,260.29999999999995,Medium
382,Tomato,Clay,Winter,27.5,73.1,13.0,33.8,26.3,207.8,Rust,0.76,18633.4,6.25,1,267.9,High
383,Wheat,Silty,Autumn,29.9,89.3,108.1,25.1,26.9,226.7,Root Rot,0.69,2160.2,5.5,1,278.7,Low
384,Tomato,Loamy,Winter,36.0,64.6,55.9,80.1,39.3,235.3,Rust,0.98,16049.0,3.61,1,354.7,High
385,Rice,Sandy,Spring,20.4,52.9,187.6,43.1,78.4,150.3,Rust,0.37,3822.4,8.05,1,271.8,Medium
386,Corn,Clay,Autumn,16.8,52.2,117.9,29.2,59.7,154.1,Root Rot,0.9,3852.5,6.12,1,243.0,Medium
387,Rice,Loamy,Autumn,23.5,38.6,195.7,91.3,56.3,90.5,Root Rot,0.32,3515.2,5.14,1,238.1,Medium
388,Potato,Sandy,Summer,19.5,66.2,284.6,26.6,28.8,225.9,Leaf Blight,0.49,18053.0,7.37,1,281.3,High
389,Corn,Loamy,Summer,33.4,36.9,55.4,116.7,50.9,103.4,Root Rot,0.97,3167.4,5.56,1,271.0,Medium
390,Rice,Loamy,Spring,30.6,61.0,150.7,94.7,58.4,124.8,Rust,0.31,4163.6,8.4,1,277.9,Medium
391,Tomato,Clay,Winter,32.9,31.0,81.0,67.8,60.7,247.6,Root Rot,0.22,24842.3,8.21,1,376.1,Very High
392,Wheat,Silty,Autumn,36.0,87.7,128.3,118.7,50.6,214.9,Leaf Blight,0.93,2518.2,6.2,1,384.20000000000005,Low
393,Tomato,Clay,Spring,23.5,83.8,12.7,149.4,43.9,129.1,Rust,0.95,19001.4,6.2,1,322.4,High
394,Potato,Clay,Summer,18.7,55.9,91.4,125.9,39.6,134.5,Root Rot,0.56,16128.3,6.71,1,300.0,High
395,Wheat,Silty,Spring,31.7,37.4,233.6,141.3,57.2,77.1,Rust,0.91,2201.7,5.14,1,275.6,Low
396,Tomato,Sandy,Winter,12.7,51.1,194.6,109.6,17.3,196.7,Healthy,0.0,27109.9,5.46,0,323.59999999999997,Very High
397,Tomato,Sandy,Winter,26.5,32.9,51.3,56.9,70.3,222.5,Powdery Mildew,0.18,29571.2,5.5,1,349.7,Very High
398,Rice,Loamy,Autumn,31.9,92.5,86.6,35.3,72.4,242.1,Leaf Blight,0.79,2663.7,3.83,1,349.8,Low
399,Corn,Silty,Spring,28.2,62.1,65.1,102.3,39.0,138.4,Healthy,0.0,5431.8,8.01,0,279.70000000000005,Medium
400,Wheat,Sandy,Spring,15.5,33.6,104.7,30.4,7.4,165.6,Leaf Blight,0.89,2104.0,5.88,1,203.39999999999998,Low
401,Corn,Silty,Summer,14.8,48.5,198.3,108.0,47.9,162.4,Healthy,0.0,4755.9,9.83,0,318.3,Medium
402,Potato,Loamy,Autumn,21.1,54.6,20.3,69.8,46.3,108.6,Powdery Mildew,0.94,10956.7,4.07,1,224.7,High
